Year,Rank,Release Group, Worldwide , Domestic ,Domestic %, Foreign ,Foreign %, Origin , Worldwide Adjusted , Domestic Adjusted , Foreign Adjusted 
2012,119,Man on a Ledge," $47,636,031 "," $18,620,000 ",39.10%," $29,016,031 ",60.90%,USA," $63,403,557 "," $24,783,220 "," $38,620,337 "
2012,120,A Werewolf Boy," $46,282,588 "," $342,922 ",0.70%," $45,939,666 ",99.30%,International," $61,602,125 "," $456,429 "," $61,145,695 "
2012,121,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~," $46,180,706 ",,," $46,180,706 ",100%,International," $61,466,520 ", $-   ," $61,466,520 "
2012,122,Gekijouban Tenpesuto 3D 2012 Re-release," $46,008,255 ",,," $46,008,255 ",100%,International," $61,236,987 ", $-   ," $61,236,987 "
2012,123,Detective Conan: The Eleventh Striker," $44,369,456 ",,," $44,369,456 ",100%,International," $59,055,746 ", $-   ," $59,055,746 "
2012,124,House at the End of the Street," $44,287,131 "," $31,611,916 ",71.40%," $12,675,215 ",28.60%,USA," $58,946,171 "," $42,075,460 "," $16,870,711 "
2012,125,The Guilt Trip," $41,863,726 "," $37,134,215 ",88.70%," $4,729,511 ",11.30%,USA," $55,720,619 "," $49,425,640 "," $6,294,979 "
2012,126,Safe," $41,564,670 "," $17,142,080 ",41.20%," $24,422,590 ",58.80%,USA," $55,322,576 "," $22,816,108 "," $32,506,467 "
2012,127,Dredd," $41,037,742 "," $13,414,714 ",32.70%," $27,623,028 ",67.30%,USA," $54,621,235 "," $17,854,984 "," $36,766,250 "
2012,128,La vérité si je mens! 3," $40,928,635 ",,," $40,928,635 ",100%,International," $54,476,013 ", $-   ," $54,476,013 "
2012,129,Always: Sunset on Third Street '64," $40,923,305 ",,," $40,923,305 ",100%,International," $54,468,919 ", $-   ," $54,468,919 "
2012,130,Chernobyl Diaries," $38,390,020 "," $18,119,640 ",47.20%," $20,270,380 ",52.80%,USA," $51,097,117 "," $24,117,241 "," $26,979,876 "
2012,131,Killing Them Softly," $37,930,465 "," $15,026,056 ",39.60%," $22,904,409 ",60.40%,USA," $50,485,449 "," $19,999,681 "," $30,485,768 "
2012,132,Rurouni Kenshin Part I: Origins," $37,654,579 ",,," $37,654,579 ",100%,International," $50,118,245 ", $-   ," $50,118,245 "
2012,133,The Tower," $36,512,327 ",,," $36,512,327 ",100%,International," $48,597,907 ", $-   ," $48,597,907 "
2012,134,Conquest 1453," $35,797,045 "," $35,730 ",0.10%," $35,761,315 ",99.90%,International," $47,645,867 "," $47,557 "," $47,598,310 "
2012,135,Good Deeds," $35,579,177 "," $35,025,791 ",98.40%," $553,386 ",1.60%,USA," $47,355,885 "," $46,619,328 "," $736,557 "
2012,136,Arbitrage," $35,485,056 "," $7,919,574 ",22.30%," $27,565,482 ",77.70%,USA," $47,230,610 "," $10,540,953 "," $36,689,657 "
2012,137,Welcome to the North," $34,995,189 ",,," $34,995,189 ",100%,International," $46,578,597 ", $-   ," $46,578,597 "
2012,138,Chimpanzee," $34,823,764 "," $28,972,764 ",83.20%," $5,851,000 ",16.80%,USA," $46,350,430 "," $38,562,749 "," $7,787,681 "
2012,139,Alex Cross," $34,618,867 "," $25,888,412 ",74.80%," $8,730,455 ",25.20%,USA," $46,077,712 "," $34,457,476 "," $11,620,236 "
2012,140,Salmon Fishing in the Yemen," $34,564,651 "," $9,047,981 ",26.20%," $25,516,670 ",73.80%,USA," $46,005,550 "," $12,042,863 "," $33,962,688 "
2012,141,Haywire," $34,513,760 "," $18,942,396 ",54.90%," $15,571,364 ",45.10%,USA," $45,937,815 "," $25,212,329 "," $20,725,485 "
2012,142,Adventures in Zambezia," $34,428,345 ",,," $34,428,345 ",100%,International," $45,824,127 ", $-   ," $45,824,127 "
2012,143,Cirque du Soleil: Worlds Away," $34,153,101 "," $12,512,862 ",36.60%," $21,640,239 ",63.40%,USA," $45,457,777 "," $16,654,619 "," $28,803,158 "
2012,144,Three Heroes on Distant Shores," $33,674,759 ",,," $33,674,759 ",100%,International," $44,821,104 ", $-   ," $44,821,104 "
2012,145,2016: Obama's America," $33,449,086 "," $33,449,086 ",100%,,,USA," $44,520,733 "," $44,520,733 ", $-   
2012,146,The Perks of Being a Wallflower," $33,384,127 "," $17,742,948 ",53.10%," $15,641,179 ",46.90%,USA," $44,434,273 "," $23,615,864 "," $20,818,409 "
2012,147,Lockout," $32,948,113 "," $14,326,864 ",43.50%," $18,621,249 ",56.50%,USA," $43,853,938 "," $19,069,056 "," $24,784,882 "
2012,148,Bait," $32,813,407 ",,," $32,813,407 ",100%,International," $43,674,645 ", $-   ," $43,674,645 "
2012,149,Part of Me," $32,726,956 "," $25,326,071 ",77.40%," $7,400,885 ",22.60%,USA," $43,559,578 "," $33,709,001 "," $9,850,578 "
2012,150,Nameless Gangster: Rules of the Time," $32,472,645 ",,," $32,472,645 ",100%,International," $43,221,090 ", $-   ," $43,221,090 "
2012,151,Movie 43," $32,438,988 "," $8,840,453 ",27.30%," $23,598,535 ",72.70%,USA," $43,176,293 "," $11,766,643 "," $31,409,650 "
2012,152,Seven Psychopaths," $32,226,382 "," $15,024,049 ",46.60%," $17,202,333 ",53.40%,USA," $42,893,314 "," $19,997,009 "," $22,896,305 "
2012,153,The Floating Castle," $31,967,471 ",,," $31,967,471 ",100%,International," $42,548,704 ", $-   ," $42,548,704 "
2012,154,The Neighbors," $31,949,315 ",,," $31,949,315 ",100%,International," $42,524,538 ", $-   ," $42,524,538 "
2012,155,The Dream Team," $31,822,402 ",,," $31,822,402 ",100%,International," $42,355,617 ", $-   ," $42,355,617 "
2012,156,What's in a Name?," $31,303,580 "," $8,111 ",0.10%," $31,295,469 ",100%,International," $41,665,065 "," $10,796 "," $41,654,269 "
2012,157,Joyful Noise," $31,158,113 "," $30,932,113 ",99.30%," $226,000 ",0.70%,USA," $41,471,448 "," $41,170,642 "," $300,806 "
2012,158,Premium Rush," $31,083,599 "," $20,275,446 ",65.20%," $10,808,153 ",34.80%,USA," $41,372,270 "," $26,986,619 "," $14,385,652 "
2012,159,Playing for Keeps," $30,962,335 "," $13,103,272 ",42.30%," $17,859,063 ",57.70%,USA," $41,210,868 "," $17,440,455 "," $23,770,413 "
2012,160,The Four," $30,505,808 ",,," $30,505,808 ",100%,International," $40,603,230 ", $-   ," $40,603,230 "
2012,161,The Grand Heist," $30,158,762 ",,," $30,158,762 ",100%,International," $40,141,312 ", $-   ," $40,141,312 "
2012,162,The Raven," $29,699,345 "," $16,008,272 ",53.90%," $13,691,073 ",46.10%,USA," $39,529,828 "," $21,307,010 "," $18,222,818 "
2012,163,Amour," $29,652,180 "," $6,739,492 ",22.70%," $22,912,688 ",77.30%,USA," $39,467,052 "," $8,970,264 "," $30,496,788 "
2012,164,All About My Wife," $29,382,038 ",,," $29,382,038 ",100%,International," $39,107,493 ", $-   ," $39,107,493 "
2012,165,Rowdy Rathore," $29,342,463 "," $777,373 ",2.60%," $28,565,090 ",97.40%,International," $39,054,818 "," $1,034,683 "," $38,020,135 "
2012,166,SPEC: Heaven," $29,023,960 ",,," $29,023,960 ",100%,International," $38,630,891 ", $-   ," $38,630,891 "
2012,167,We Were There: True Love," $28,876,929 ",,," $28,876,929 ",100%,International," $38,435,192 ", $-   ," $38,435,192 "
2012,168,Bol Bachchan," $28,775,262 "," $1,216,258 ",4.20%," $27,559,004 ",95.80%,International," $38,299,874 "," $1,618,839 "," $36,681,034 "
2012,169,Deranged," $28,444,173 ",,," $28,444,173 ",100%,International," $37,859,194 ", $-   ," $37,859,194 "
2012,170,The Master," $28,258,060 "," $16,377,274 ",58%," $11,880,786 ",42%,USA," $37,611,478 "," $21,798,152 "," $15,813,326 "
2012,171,Hitchcock," $27,039,669 "," $6,008,677 ",22.20%," $21,030,992 ",77.80%,USA," $35,989,799 "," $7,997,549 "," $27,992,250 "
2012,172,Dearest," $26,723,916 ",,," $26,723,916 ",100%,International," $35,569,532 ", $-   ," $35,569,532 "
2012,173,Architecture 101," $26,642,354 ",,," $26,642,354 ",100%,International," $35,460,973 ", $-   ," $35,460,973 "
2012,174,Dancing Queen," $26,411,266 ",,," $26,411,266 ",100%,International," $35,153,395 ", $-   ," $35,153,395 "
2012,175,Lesson of the Evil," $26,167,224 ",,," $26,167,224 ",100%,International," $34,828,575 ", $-   ," $34,828,575 "
2012,176,Agneepath," $26,001,696 "," $1,986,748 ",7.60%," $24,014,948 ",92.40%,International," $34,608,257 "," $2,644,362 "," $31,963,896 "
2012,177,Rust and Bone," $25,807,712 "," $2,062,027 ",8%," $23,745,685 ",92%,International," $34,350,065 "," $2,744,558 "," $31,605,507 "
2012,178,Head Over Heels 2," $25,402,893 ",,," $25,402,893 ",100%,International," $33,811,251 ", $-   ," $33,811,251 "
2012,179,On the Other Side of the Tracks," $25,109,572 "," $9,572 ",0.10%," $25,100,000 ",100%,International," $33,420,840 "," $12,740 "," $33,408,100 "
2012,180,Helter Skelter," $25,066,699 ",,," $25,066,699 ",100%,International," $33,363,776 ", $-   ," $33,363,776 "
2012,181,The Last Tycoon," $25,009,914 ",,," $25,009,914 ",100%,International," $33,288,196 ", $-   ," $33,288,196 "
2012,182,Housefull 2," $24,922,847 "," $1,791,780 ",7.20%," $23,131,067 ",92.80%,International," $33,172,309 "," $2,384,859 "," $30,787,450 "
2012,183,Big Miracle," $24,719,215 "," $20,157,300 ",81.50%," $4,561,915 ",18.50%,USA," $32,901,275 "," $26,829,366 "," $6,071,909 "
2012,184,Sparkle," $24,637,800 "," $24,397,469 ",99%," $240,331 ",1%,USA," $32,792,912 "," $32,473,031 "," $319,881 "
2012,185,The Players," $24,629,152 "," $10,854 ",0.10%," $24,618,298 ",100%,International," $32,781,401 "," $14,447 "," $32,766,955 "
2012,186,Liar Game: Reborn," $24,549,726 ",,," $24,549,726 ",100%,International," $32,675,685 ", $-   ," $32,675,685 "
2012,187,I Want You," $23,961,214 ",,," $23,961,214 ",100%,International," $31,892,376 ", $-   ," $31,892,376 "
2012,188,Türkisch für Anfänger," $23,952,712 ",,," $23,952,712 ",100%,International," $31,881,060 ", $-   ," $31,881,060 "
2012,189,Wanderlust," $23,812,816 "," $17,450,535 ",73.30%," $6,362,281 ",26.70%,USA," $31,694,858 "," $23,226,662 "," $8,468,196 "
2012,190,"Little Brother, Big Trouble: A Christmas Adventure"," $23,785,681 ",,," $23,785,681 ",100%,International," $31,658,741 ", $-   ," $31,658,741 "
2012,191,To the Arctic 3D," $23,695,388 "," $14,560,838 ",61.50%," $9,134,550 ",38.50%,USA," $31,538,561 "," $19,380,475 "," $12,158,086 "
2012,192,Hotaru the Movie: It's Only a Little Light in My Life," $22,975,341 ",,," $22,975,341 ",100%,International," $30,580,179 ", $-   ," $30,580,179 "
2012,193,Kon-Tiki," $22,842,887 "," $1,517,410 ",6.60%," $21,325,477 ",93.40%,International," $30,403,883 "," $2,019,673 "," $28,384,210 "
2012,194,Fall in Love Like a Star," $22,640,355 ",,," $22,640,355 ",100%,International," $30,134,313 ", $-   ," $30,134,313 "
2012,195,Upside Down," $22,187,813 "," $105,095 ",0.50%," $22,082,718 ",99.50%,International," $29,531,979 "," $139,881 "," $29,392,098 "
2012,196,Unbowed," $22,132,903 ",,," $22,132,903 ",100%,International," $29,458,894 ", $-   ," $29,458,894 "
2012,197,Confession of Murder," $21,701,525 ",,," $21,701,525 ",100%,International," $28,884,730 ", $-   ," $28,884,730 "
2012,198,StreetDance 2 2012 Re-release," $21,638,853 ",,," $21,638,853 ",100%,International," $28,801,313 ", $-   ," $28,801,313 "
2012,199,2012 2012 Re-release," $21,538,353 ",,," $21,538,353 ",100%,International," $28,667,548 ", $-   ," $28,667,548 "
2012,200,Beasts of the Southern Wild," $21,107,746 "," $12,795,746 ",60.60%," $8,312,000 ",39.40%,USA," $28,094,410 "," $17,031,138 "," $11,063,272 "
2013,1,Frozen," $1,280,802,282 "," $400,738,009 ",31.30%," $880,064,273 ",68.70%,USA," $1,680,412,594 "," $525,768,268 "," $1,154,644,326 "
2013,2,Iron Man 3," $1,214,811,252 "," $409,013,994 ",33.70%," $805,797,258 ",66.30%,USA," $1,593,832,363 "," $536,626,360 "," $1,057,206,002 "
2013,3,Despicable Me 2," $970,766,005 "," $368,065,385 ",37.90%," $602,700,620 ",62.10%,USA," $1,273,644,999 "," $482,901,785 "," $790,743,213 "
2013,4,The Hobbit: The Desolation of Smaug," $958,366,855 "," $258,366,855 ",27%," $700,000,000 ",73%,USA," $1,257,377,314 "," $338,977,314 "," $918,400,000 "
2013,5,The Hunger Games: Catching Fire," $865,011,746 "," $424,668,047 ",49.10%," $440,343,699 ",50.90%,USA," $1,134,895,411 "," $557,164,478 "," $577,730,933 "
2013,6,Fast & Furious 6," $788,679,850 "," $238,679,850 ",30.30%," $550,000,000 ",69.70%,USA," $1,034,747,963 "," $313,147,963 "," $721,600,000 "
2013,7,Monsters University," $743,559,607 "," $268,492,764 ",36.10%," $475,066,843 ",63.90%,USA," $975,550,204 "," $352,262,506 "," $623,287,698 "
2013,8,Gravity," $723,192,705 "," $274,092,705 ",37.90%," $449,100,000 ",62.10%,USA," $948,828,829 "," $359,609,629 "," $589,219,200 "
2013,9,Man of Steel," $668,045,518 "," $291,045,518 ",43.60%," $377,000,000 ",56.40%,USA," $876,475,720 "," $381,851,720 "," $494,624,000 "
2013,10,Thor: The Dark World," $644,783,140 "," $206,362,140 ",32%," $438,421,000 ",68%,USA," $845,955,480 "," $270,747,128 "," $575,208,352 "
2013,11,The Croods," $587,204,668 "," $187,168,425 ",31.90%," $400,036,243 ",68.10%,USA," $770,412,524 "," $245,564,974 "," $524,847,551 "
2013,12,World War Z," $540,007,876 "," $202,359,711 ",37.50%," $337,648,165 ",62.50%,USA," $708,490,333 "," $265,495,941 "," $442,994,392 "
2013,13,Oz the Great and Powerful," $493,311,825 "," $234,911,825 ",47.60%," $258,400,000 ",52.40%,USA," $647,225,114 "," $308,204,314 "," $339,020,800 "
2013,14,Star Trek Into Darkness," $467,365,246 "," $228,778,661 ",49%," $238,586,585 ",51%,USA," $613,183,203 "," $300,157,603 "," $313,025,600 "
2013,15,The Wolverine," $414,828,246 "," $132,556,852 ",32%," $282,271,394 ",68%,USA," $544,254,659 "," $173,914,590 "," $370,340,069 "
2013,16,Pacific Rim," $411,002,906 "," $101,802,906 ",24.80%," $309,200,000 ",75.20%,USA," $539,235,813 "," $133,565,413 "," $405,670,400 "
2013,17,The Wolf of Wall Street," $392,000,694 "," $116,900,694 ",29.80%," $275,100,000 ",70.20%,USA," $514,304,911 "," $153,373,711 "," $360,931,200 "
2013,18,G.I. Joe: Retaliation," $375,740,705 "," $122,523,060 ",32.60%," $253,217,645 ",67.40%,USA," $492,971,805 "," $160,750,255 "," $332,221,550 "
2013,19,The Hangover Part III," $362,000,072 "," $112,200,072 ",31%," $249,800,000 ",69%,USA," $474,944,094 "," $147,206,494 "," $327,737,600 "
2013,20,The Great Gatsby," $353,641,895 "," $144,840,419 ",41%," $208,801,476 ",59%,USA," $463,978,166 "," $190,030,630 "," $273,947,537 "
2013,21,Now You See Me," $351,723,989 "," $117,723,989 ",33.50%," $234,000,000 ",66.50%,USA," $461,461,874 "," $154,453,874 "," $307,008,000 "
2013,22,The Smurfs 2," $347,545,360 "," $71,017,784 ",20.40%," $276,527,576 ",79.60%,USA," $455,979,512 "," $93,175,333 "," $362,804,180 "
2013,23,The Conjuring," $319,494,638 "," $137,400,141 ",43%," $182,094,497 ",57%,USA," $419,176,965 "," $180,268,985 "," $238,907,980 "
2013,24,A Good Day to Die Hard," $304,654,182 "," $67,349,198 ",22.10%," $237,304,984 ",77.90%,USA," $399,706,287 "," $88,362,148 "," $311,344,139 "
2013,25,Oblivion," $286,168,572 "," $89,107,235 ",31.10%," $197,061,337 ",68.90%,USA," $375,453,166 "," $116,908,692 "," $258,544,474 "
2013,26,Elysium," $286,140,700 "," $93,050,117 ",32.50%," $193,090,583 ",67.50%,USA," $375,416,598 "," $122,081,754 "," $253,334,845 "
2013,27,Turbo," $282,570,682 "," $83,028,128 ",29.40%," $199,542,554 ",70.60%,USA," $370,732,735 "," $108,932,904 "," $261,799,831 "
2013,28,Cloudy with a Chance of Meatballs 2," $274,325,949 "," $119,793,567 ",43.70%," $154,532,382 ",56.30%,USA," $359,915,645 "," $157,169,160 "," $202,746,485 "
2013,29,Epic," $268,426,634 "," $107,518,682 ",40.10%," $160,907,952 ",59.90%,USA," $352,175,744 "," $141,064,511 "," $211,111,233 "
2013,30,The Lone Ranger," $260,502,115 "," $89,302,115 ",34.30%," $171,200,000 ",65.70%,USA," $341,778,775 "," $117,164,375 "," $224,614,400 "
2013,31,American Hustle," $251,171,807 "," $150,117,807 ",59.80%," $101,054,000 ",40.20%,USA," $329,537,411 "," $196,954,563 "," $132,582,848 "
2013,32,Grown Ups 2," $246,984,278 "," $133,668,525 ",54.10%," $113,315,753 ",45.90%,USA," $324,043,373 "," $175,373,105 "," $148,670,268 "
2013,33,After Earth," $243,611,982 "," $60,522,097 ",24.80%," $183,089,885 ",75.20%,USA," $319,618,920 "," $79,404,991 "," $240,213,929 "
2013,34,Planes," $239,258,712 "," $90,288,712 ",37.70%," $148,970,000 ",62.30%,USA," $313,907,430 "," $118,458,790 "," $195,448,640 "
2013,35,The Heat," $229,930,771 "," $159,582,188 ",69.40%," $70,348,583 ",30.60%,USA," $301,669,172 "," $209,371,831 "," $92,297,341 "
2013,36,Hansel & Gretel: Witch Hunters," $226,349,749 "," $55,703,475 ",24.60%," $170,646,274 ",75.40%,USA," $296,970,871 "," $73,082,959 "," $223,887,911 "
2013,37,Captain Phillips," $218,791,811 "," $107,100,855 ",49%," $111,690,956 ",51%,USA," $287,054,856 "," $140,516,322 "," $146,538,534 "
2013,38,Journey to the West," $205,637,183 "," $18,058 ",0.10%," $205,619,125 ",100%,International," $269,795,984 "," $23,692 "," $269,772,292 "
2013,39,White House Down," $205,366,737 "," $73,103,784 ",35.60%," $132,262,953 ",64.40%,USA," $269,441,159 "," $95,912,165 "," $173,528,994 "
2013,40,Percy Jackson: Sea of Monsters," $199,850,315 "," $68,559,554 ",34.30%," $131,290,761 ",65.70%,USA," $262,203,613 "," $89,950,135 "," $172,253,478 "
2013,41,Jack the Giant Slayer," $197,687,603 "," $65,187,603 ",33%," $132,500,000 ",67%,USA," $259,366,135 "," $85,526,135 "," $173,840,000 "
2013,42,The Secret Life of Walter Mitty," $188,133,322 "," $58,236,838 ",31%," $129,896,484 ",69%,USA," $246,830,918 "," $76,406,731 "," $170,424,187 "
2013,43,12 Years a Slave," $187,733,202 "," $56,671,993 ",30.20%," $131,061,209 ",69.80%,USA," $246,305,961 "," $74,353,655 "," $171,952,306 "
2013,44,The Butler," $177,313,795 "," $116,632,095 ",65.80%," $60,681,700 ",34.20%,USA," $232,635,699 "," $153,021,309 "," $79,614,390 "
2013,45,Identity Thief," $173,965,010 "," $134,506,920 ",77.30%," $39,458,090 ",22.70%,USA," $228,242,093 "," $176,473,079 "," $51,769,014 "
2013,46,Anchorman 2: The Legend Continues," $171,464,676 "," $125,168,368 ",73%," $46,296,308 ",27%,USA," $224,961,655 "," $164,220,899 "," $60,740,756 "
2013,47,Olympus Has Fallen," $170,270,201 "," $98,925,640 ",58.10%," $71,344,561 ",41.90%,USA," $223,394,504 "," $129,790,440 "," $93,604,064 "
2013,48,Insidious: Chapter 2," $161,919,318 "," $83,586,447 ",51.60%," $78,332,871 ",48.40%,USA," $212,438,145 "," $109,665,418 "," $102,772,727 "
2013,49,Lone Survivor," $154,802,912 "," $125,095,601 ",80.80%," $29,707,311 ",19.20%,USA," $203,101,421 "," $164,125,429 "," $38,975,992 "
2013,50,Jackass Presents: Bad Grandpa," $151,826,547 "," $102,003,019 ",67.20%," $49,823,528 ",32.80%,USA," $199,196,430 "," $133,827,961 "," $65,368,469 "
2013,51,47 Ronin," $151,783,839 "," $38,362,475 ",25.30%," $113,421,364 ",74.70%,USA," $199,140,397 "," $50,331,567 "," $148,808,830 "
2013,52,RED 2," $148,075,565 "," $53,262,560 ",36%," $94,813,005 ",64%,USA," $194,275,141 "," $69,880,479 "," $124,394,663 "
2013,53,Mama," $146,428,180 "," $71,628,180 ",48.90%," $74,800,000 ",51.10%,USA," $192,113,772 "," $93,976,172 "," $98,137,600 "
2013,54,Escape Plan," $137,328,301 "," $25,135,965 ",18.30%," $112,192,336 ",81.70%,USA," $180,174,731 "," $32,978,386 "," $147,196,345 "
2013,55,2 Guns," $131,940,411 "," $75,612,460 ",57.30%," $56,327,951 ",42.70%,USA," $173,105,819 "," $99,203,548 "," $73,902,272 "
2013,56,This Is the End," $126,041,322 "," $101,470,202 ",80.50%," $24,571,120 ",19.50%,USA," $165,366,214 "," $133,128,905 "," $32,237,309 "
2013,57,Ender's Game," $125,544,024 "," $61,737,191 ",49.20%," $63,806,833 ",50.80%,USA," $164,713,759 "," $80,999,195 "," $83,714,565 "
2013,58,Prisoners," $122,126,687 "," $61,002,302 ",50%," $61,124,385 ",50%,USA," $160,230,213 "," $80,035,020 "," $80,195,193 "
2013,59,Jurassic Park 2013 Re-release," $118,192,315 "," $45,385,935 ",38.40%," $72,806,380 ",61.60%,USA," $155,068,317 "," $59,546,347 "," $95,521,971 "
2013,60,Saving Mr. Banks," $117,867,984 "," $83,301,580 ",70.70%," $34,566,404 ",29.30%,USA," $154,642,795 "," $109,291,673 "," $45,351,122 "
2013,61,Warm Bodies," $116,980,662 "," $66,380,662 ",56.70%," $50,600,000 ",43.30%,USA," $153,478,629 "," $87,091,429 "," $66,387,200 "
2013,62,Personal Tailor," $116,126,458 "," $375,892 ",0.30%," $115,750,566 ",99.70%,International," $152,357,913 "," $493,170 "," $151,864,743 "
2013,63,So Young," $114,926,694 "," $11,186 ",0.10%," $114,915,508 ",100%,International," $150,783,823 "," $14,676 "," $150,769,146 "
2013,64,Free Birds," $110,387,072 "," $55,750,480 ",50.50%," $54,636,592 ",49.50%,USA," $144,827,838 "," $73,144,630 "," $71,683,209 "
2013,65,Gangster Squad," $105,200,903 "," $46,000,903 ",43.70%," $59,200,000 ",56.30%,USA," $138,023,585 "," $60,353,185 "," $77,670,400 "
2013,66,Instructions Not Included," $100,486,616 "," $44,467,206 ",44.30%," $56,019,410 ",55.70%,USA," $131,838,440 "," $58,340,974 "," $73,497,466 "
2013,67,Philomena," $100,129,872 "," $37,709,979 ",37.70%," $62,419,893 ",62.30%,USA," $131,370,392 "," $49,475,492 "," $81,894,900 "
2013,68,Blue Jasmine," $99,104,804 "," $33,405,481 ",33.70%," $65,699,323 ",66.30%,USA," $130,025,503 "," $43,827,991 "," $86,197,512 "
2013,69,Young Detective Dee: Rise of the Sea Dragon," $98,774,891 "," $87,783 ",0.10%," $98,687,108 ",99.90%,International," $129,592,657 "," $115,171 "," $129,477,486 "
2013,70,Riddick," $98,337,295 "," $42,025,135 ",42.70%," $56,312,160 ",57.30%,USA," $129,018,531 "," $55,136,977 "," $73,881,554 "
2013,71,Safe Haven," $97,594,140 "," $71,349,120 ",73.10%," $26,245,020 ",26.90%,USA," $128,043,512 "," $93,610,045 "," $34,433,466 "
2013,72,Evil Dead," $97,542,952 "," $54,239,856 ",55.60%," $43,303,096 ",44.40%,USA," $127,976,353 "," $71,162,691 "," $56,813,662 "
2013,73,42," $97,470,701 "," $95,020,213 ",97.50%," $2,450,488 ",2.50%,USA," $127,881,560 "," $124,666,519 "," $3,215,040 "
2013,74,The Mortal Instruments: City of Bones," $95,396,573 "," $31,165,421 ",32.70%," $64,231,152 ",67.30%,USA," $125,160,304 "," $40,889,032 "," $84,271,271 "
2013,75,Rush," $95,224,595 "," $26,947,624 ",28.30%," $68,276,971 ",71.70%,USA," $124,934,669 "," $35,355,283 "," $89,579,386 "
2013,76,Police Story: Lockdown," $94,249,025 ",,," $94,249,025 ",100%,International," $123,654,721 ", $-   ," $123,654,721 "
2013,77,The Internship," $93,492,844 "," $44,672,764 ",47.80%," $48,820,080 ",52.20%,USA," $122,662,611 "," $58,610,666 "," $64,051,945 "
2013,78,The Purge," $89,328,627 "," $64,473,115 ",72.20%," $24,855,512 ",27.80%,USA," $117,199,159 "," $84,588,727 "," $32,610,432 "
2013,79,Dhoom 3," $88,031,955 "," $8,031,955 ",9.10%," $80,000,000 ",90.90%,International," $115,497,925 "," $10,537,925 "," $104,960,000 "
2013,80,Pain & Gain," $87,305,549 "," $49,875,291 ",57.10%," $37,430,258 ",42.90%,USA," $114,544,880 "," $65,436,382 "," $49,108,498 "
2013,81,About Time," $87,100,449 "," $15,322,921 ",17.60%," $71,777,528 ",82.40%,USA," $114,275,789 "," $20,103,672 "," $94,172,117 "
2013,82,American Dreams in China," $87,097,067 ",,," $87,097,067 ",100%,International," $114,271,352 ", $-   ," $114,271,352 "
2013,83,Snowpiercer," $86,758,912 "," $4,563,650 ",5.30%," $82,195,262 ",94.70%,International," $113,827,693 "," $5,987,509 "," $107,840,184 "
2013,84,Carrie," $84,790,678 "," $35,266,619 ",41.60%," $49,524,059 ",58.40%,USA," $111,245,370 "," $46,269,804 "," $64,975,565 "
2013,85,Finding Mr. Right," $84,112,033 "," $6,945 ",0.10%," $84,105,088 ",100%,International," $110,354,987 "," $9,112 "," $110,345,875 "
2013,86,The Fighter Pilot," $82,879,386 ",,," $82,879,386 ",100%,International," $108,737,754 ", $-   ," $108,737,754 "
2013,87,Miracle in Cell No. 7," $82,101,723 ",,," $82,101,723 ",100%,International," $107,717,461 ", $-   ," $107,717,461 "
2013,88,The Attorney," $78,547,586 "," $557,236 ",0.70%," $77,990,350 ",99.30%,International," $103,054,433 "," $731,094 "," $102,323,339 "
2013,89,The Family," $78,418,811 "," $36,918,811 ",47.10%," $41,500,000 ",52.90%,USA," $102,885,480 "," $48,437,480 "," $54,448,000 "
2013,90,Scary Movie V," $78,378,744 "," $32,015,787 ",40.80%," $46,362,957 ",59.20%,USA," $102,832,912 "," $42,004,713 "," $60,828,200 "
2013,91,R.I.P.D.," $78,324,220 "," $33,618,855 ",42.90%," $44,705,365 ",57.10%,USA," $102,761,377 "," $44,107,938 "," $58,653,439 "
2013,92,Tiny Times," $77,717,014 "," $23,462 ",0.10%," $77,693,552 ",100%,International," $101,964,722 "," $30,782 "," $101,933,940 "
2013,93,Suck Me Shakespeer," $77,676,735 ",,," $77,676,735 ",100%,International," $101,911,876 ", $-   ," $101,911,876 "
2013,94,The Book Thief," $76,586,316 "," $21,488,481 ",28.10%," $55,097,835 ",71.90%,USA," $100,481,247 "," $28,192,887 "," $72,288,360 "
2013,95,Escape from Planet Earth," $74,597,643 "," $57,012,977 ",76.40%," $17,584,666 ",23.60%,USA," $97,872,108 "," $74,801,026 "," $23,071,082 "
2013,96,August: Osage County," $74,188,937 "," $37,738,810 ",50.90%," $36,450,127 ",49.10%,USA," $97,335,885 "," $49,513,319 "," $47,822,567 "
2013,97,The Best Man Holiday," $72,835,710 "," $70,525,195 ",96.80%," $2,310,515 ",3.20%,USA," $95,560,452 "," $92,529,056 "," $3,031,396 "
2013,98,The Counselor," $71,009,334 "," $16,973,715 ",23.90%," $54,035,619 ",76.10%,USA," $93,164,246 "," $22,269,514 "," $70,894,732 "
2013,99,Sole a catinelle," $69,903,094 ",,," $69,903,094 ",100%,International," $91,712,859 ", $-   ," $91,712,859 "
2013,100,The Call," $68,572,631 "," $51,872,378 ",75.60%," $16,700,253 ",24.40%,USA," $89,967,292 "," $68,056,560 "," $21,910,732 "
2013,101,One Direction: This Is Us," $68,532,898 "," $28,873,374 ",42.10%," $39,659,524 ",57.90%,USA," $89,915,162 "," $37,881,867 "," $52,033,295 "
2013,102,Stalingrad," $68,316,452 "," $1,013,945 ",1.50%," $67,302,507 ",98.50%,International," $89,631,185 "," $1,330,296 "," $88,300,889 "
